fir_number,crime_type,incident_date,incident_time,district,police_station,severity,status,latitude,longitude,description,modus_operandi
FIR000979,Cybercrime,2025-11-25,22:40,Bengaluru Urban,Indiranagar,MEDIUM,COLD,12.9452,77.6155,Cybercrime reported at Nagarbhavi. Social engineering.,Social engineering
FIR000980,Cybercrime,2025-11-26,12:30,Bengaluru Urban,Yeshwanthpur,MEDIUM,UNDER_INVESTIGATION,12.9963,77.5662,Cybercrime reported at Basavanagudi. Credential theft.,Credential theft
FIR000981,Cybercrime,2025-10-28,00:50,Bengaluru Urban,Whitefield,MEDIUM,COLD,12.9912,77.6353,Cybercrime reported at HSR Layout Sector 3. Phishing link.,Phishing link
FIR000982,Vehicle Theft,2025-10-29,18:14,Ballari,Hospet,MEDIUM,PENDING,15.0922,76.9653,Vehicle Theft reported at MG Road. Towing.,Towing
FIR000983,Cybercrime,2025-10-30,10:16,Bengaluru Urban,Jayanagar,MEDIUM,PENDING,12.9284,77.6348,Cybercrime reported at Peenya Industrial Area. Fake call centre.,Fake call centre
FIR000984,Robbery,2025-10-31,01:38,Vijayanagara,Kampli,LOW,UNDER_INVESTIGATION,15.2976,76.6516,Robbery reported at Sadashivanagar. Chain snatching.,Chain snatching
FIR000985,Fraud,2025-11-01,03:16,Ballari,Sandur,CRITICAL,CLOSED,15.0963,76.9316,Fraud reported at Mahalakshmi Layout. Online scam.,Online scam
FIR000986,Cybercrime,2025-11-02,03:00,Bengaluru Urban,Yeshwanthpur,HIGH,UNDER_INVESTIGATION,12.9729,77.5645,Cybercrime reported at Nagarbhavi. Malware attack.,Malware attack
FIR000987,Vehicle Theft,2025-11-03,23:29,Udupi,Brahmavar,CRITICAL,CLOSED,13.3512,74.7458,Vehicle Theft reported at Electronic City Phase 1. Key duplication.,Key duplication
FIR000988,Burglary,2025-11-04,00:42,Tumakuru,Madhugiri,LOW,CLOSED,13.3392,77.0629,Burglary reported at Koramangala 1st Cross. Forceful entry.,Forceful entry
FIR000989,Kidnapping,2025-11-05,19:39,Chitradurga,Hosadurga,HIGH,CLOSED,14.2549,76.452,Kidnapping reported at HSR Layout Sector 3. Political.,Political
FIR000990,Domestic Violence,2025-11-06,01:26,Uttara Kannada,Main Police Station,HIGH,COLD,14.7958,74.1426,Domestic Violence reported at Mahalakshmi Layout. Physical abuse.,Physical abuse
FIR000991,Cybercrime,2025-11-07,19:16,Bengaluru Urban,Yeshwanthpur,MEDIUM,PENDING,12.9945,77.6364,Cybercrime reported at BTM Layout Stage 2. Fake call centre.,Fake call centre
FIR000992,Pickpocketing,2025-11-08,22:34,Udupi,Brahmavar,CRITICAL,PENDING,13.3764,74.7139,Pickpocketing reported at Mahalakshmi Layout. Distraction theft.,Distraction theft
FIR000993,Sexual Offence,2025-11-09,10:20,Yadgiri,Shorapur,CRITICAL,UNDER_INVESTIGATION,16.7285,77.1122,Sexual Offence reported at Nagarbhavi. Stalking.,Stalking
FIR000994,Drug Offence,2025-11-10,21:35,Chitradurga,Molakalmuru,MEDIUM,PENDING,14.2534,76.3863,Drug Offence reported at Hebbal Ring Road. Smuggling.,Smuggling
FIR000995,Robbery,2025-11-11,09:50,Gadag,Ron,LOW,UNDER_INVESTIGATION,15.4231,75.6152,Robbery reported at MG Road. Highway robbery.,Highway robbery
FIR000996,Arson,2025-11-12,12:40,Ramanagara,Magadi,HIGH,CLOSED,12.7437,77.2852,Arson reported at MG Road. Vehicle arson.,Vehicle arson
FIR000997,Chain Snatching,2025-11-13,08:58,Bidar,Bidar Town,HIGH,COLD,17.9135,77.5661,Chain Snatching reported at Banashankari 2nd Stage. Pedestrian snatch.,Pedestrian snatch
FIR000998,Cybercrime,2025-11-14,12:48,Shivamogga,Bhadravati,CRITICAL,UNDER_INVESTIGATION,13.9421,75.5503,Cybercrime reported at Basavanagudi. Social engineering.,Social engineering
FIR000999,Cybercrime,2025-11-15,23:30,Kalaburagi,Sedam,CRITICAL,UNDER_INVESTIGATION,17.3017,76.8268,Cybercrime reported at Jayanagar 4th Block. Malware attack.,Malware attack
FIR001000,Arson,2025-11-16,00:58,Mysuru,Krishnaraja,CRITICAL,PENDING,12.2648,76.6454,Arson reported at HSR Layout Sector 3. Industrial arson.,Industrial arson
FIR001001,Robbery,2025-11-17,06:12,Kalaburagi,Sedam,HIGH,COLD,17.2966,76.8744,Robbery reported at Dasarahalli. Bank robbery.,Bank robbery
FIR001002,Vehicle Theft,2025-11-18,20:29,Ballari,Sandur,HIGH,UNDER_INVESTIGATION,15.1153,76.9242,Vehicle Theft reported at JP Nagar 6th Phase. Key duplication.,Key duplication
FIR001003,Cybercrime,2025-11-19,20:44,Bengaluru Urban,Koramangala,HIGH,CLOSED,12.9929,77.6147,Cybercrime reported at Whitefield Main Road. Malware attack.,Malware attack
FIR001004,Robbery,2025-11-20,10:00,Bengaluru Urban,Whitefield,CRITICAL,UNDER_INVESTIGATION,12.9602,77.5897,Robbery reported at BTM Layout Stage 2. Home invasion.,Home invasion
FIR001005,Pickpocketing,2025-11-21,23:31,Chitradurga,Hiriyur,CRITICAL,UNDER_INVESTIGATION,14.2422,76.4357,Pickpocketing reported at Basavanagudi. Bus pick.,Bus pick
FIR001006,Cybercrime,2025-11-22,15:37,Bengaluru Urban,Banashankari,MEDIUM,UNDER_INVESTIGATION,12.986,77.6082,Cybercrime reported at Electronic City Phase 1. Credential theft.,Credential theft
FIR001007,Burglary,2025-11-23,22:11,Chamarajanagar,Main Police Station,MEDIUM,UNDER_INVESTIGATION,11.8973,76.9827,Burglary reported at Sadashivanagar. Disguised entry.,Disguised entry
FIR001008,Cybercrime,2025-11-24,22:03,Hassan,Hassan Town,MEDIUM,UNDER_INVESTIGATION,13.0515,76.1218,Cybercrime reported at JP Nagar 6th Phase. Phishing link.,Phishing link
FIR001009,Assault,2025-11-25,23:02,Udupi,Udupi Town,CRITICAL,UNDER_INVESTIGATION,13.327,74.7014,Assault reported at Padmanabhanagar. Road rage.,Road rage
FIR001010,Kidnapping,2025-11-26,23:29,Ballari,Sandur,MEDIUM,CLOSED,15.1296,76.9518,Kidnapping reported at RT Nagar. Honour related.,Honour related
FIR001011,Chain Snatching,2025-10-28,15:05,Yadgiri,Yadgiri Town,CRITICAL,PENDING,16.8009,77.0934,Chain Snatching reported at BTM Layout Stage 2. Roadside snatch.,Roadside snatch
FIR001012,Drug Offence,2025-10-29,02:04,Udupi,Udupi Town,LOW,UNDER_INVESTIGATION,13.2937,74.7059,Drug Offence reported at HSR Layout Sector 3. Smuggling.,Smuggling
FIR001013,Fraud,2025-11-27,15:54,Koppal,Yelburga,LOW,CLOSED,15.3454,76.1073,Fraud reported at Dasarahalli. Credit card fraud.,Credit card fraud
FIR001014,Cybercrime,2025-11-28,20:52,Bengaluru Urban,Jayanagar,CRITICAL,UNDER_INVESTIGATION,12.9731,77.5762,Cybercrime reported at Nagarbhavi. Phishing link.,Phishing link
FIR001015,Sexual Offence,2025-11-29,22:24,Dakshina Kannada,Bantwal,HIGH,PENDING,12.8436,74.8565,Sexual Offence reported at Rajajinagar. Workplace harassment.,Workplace harassment
FIR001016,Cybercrime,2025-11-30,08:39,Bengaluru Urban,Mysore Road,LOW,PENDING,12.9282,77.5857,Cybercrime reported at Peenya Industrial Area. Phishing link.,Phishing link
FIR001017,Cybercrime,2025-12-01,15:28,Bengaluru Urban,Koramangala,HIGH,UNDER_INVESTIGATION,12.9373,77.591,Cybercrime reported at Yelahanka New Town. Credential theft.,Credential theft
FIR001018,Kidnapping,2025-12-02,00:25,Dakshina Kannada,Sullia,HIGH,CLOSED,12.8809,74.8351,Kidnapping reported at Padmanabhanagar. Honour related.,Honour related
FIR001019,Pickpocketing,2025-12-03,12:56,Yadgiri,Shorapur,LOW,PENDING,16.7583,77.0897,Pickpocketing reported at Hebbal Ring Road. Bus pick.,Bus pick
FIR001020,Pickpocketing,2025-12-04,15:36,Davanagere,Jagalur,LOW,UNDER_INVESTIGATION,14.4814,75.9364,Pickpocketing reported at Jayanagar 4th Block. Bus pick.,Bus pick
FIR001021,Cybercrime,2025-12-05,23:18,Bengaluru Urban,Cubbon Park,LOW,COLD,12.9249,77.6287,Cybercrime reported at Kengeri Satellite Town. Fake call centre.,Fake call centre
FIR001022,Vehicle Theft,2025-12-06,23:45,Dakshina Kannada,Sullia,MEDIUM,COLD,12.8555,74.8549,Vehicle Theft reported at Padmanabhanagar. Valet theft.,Valet theft
FIR001023,Cybercrime,2025-12-07,11:09,Bengaluru Urban,Whitefield,CRITICAL,PENDING,12.9909,77.6337,Cybercrime reported at Dasarahalli. Malware attack.,Malware attack
FIR001024,Domestic Violence,2025-12-08,18:05,Mandya,Mandya Town,CRITICAL,CLOSED,12.5665,76.9266,Domestic Violence reported at Subramanyapura. Physical abuse.,Physical abuse
FIR001025,Arson,2025-12-09,02:07,Chikkamagaluru,Narasimharajapura,CRITICAL,UNDER_INVESTIGATION,13.2962,75.8012,Arson reported at Whitefield Main Road. Forest fire.,Forest fire
FIR001026,Cybercrime,2025-12-10,14:23,Bengaluru Urban,Banashankari,CRITICAL,CLOSED,12.9674,77.5924,"Cybercrime reported at 12th Main, Indiranagar. Social engineering.",Social engineering
FIR001027,Chain Snatching,2025-12-11,02:40,Kodagu,Madikeri,MEDIUM,UNDER_INVESTIGATION,12.4161,75.7253,Chain Snatching reported at Vijayanagar 2nd Stage. Roadside snatch.,Roadside snatch
FIR001028,Cybercrime,2025-12-12,01:51,Bengaluru Urban,Jayanagar,HIGH,PENDING,12.9439,77.6345,Cybercrime reported at JP Nagar 6th Phase. Malware attack.,Malware attack
FIR001029,Cybercrime,2025-12-13,03:26,Bengaluru Urban,Indiranagar,MEDIUM,PENDING,13.0108,77.6316,Cybercrime reported at Hebbal Ring Road. Malware attack.,Malware attack
FIR001030,Pickpocketing,2025-12-14,03:36,Kolar,KGF,LOW,COLD,13.1366,78.1786,Pickpocketing reported at MG Road. Bus pick.,Bus pick
FIR001031,Vehicle Theft,2025-12-15,11:38,Shivamogga,Shivamogga Town,LOW,CLOSED,13.901,75.5671,Vehicle Theft reported at Kumaraswamy Layout. Towing.,Towing
FIR001032,Vehicle Theft,2025-12-16,09:22,Ballari,Kampli,LOW,COLD,15.122,76.9046,Vehicle Theft reported at JP Nagar 6th Phase. Lock breaking.,Lock breaking
FIR001033,Sexual Offence,2025-12-17,21:21,Davanagere,Honnali,HIGH,UNDER_INVESTIGATION,14.4141,75.8783,Sexual Offence reported at Vijayanagar 2nd Stage. Stalking.,Stalking
FIR001034,Cybercrime,2025-12-18,01:32,Bengaluru Urban,Jayanagar,MEDIUM,CLOSED,12.9455,77.5541,Cybercrime reported at Banashankari 2nd Stage. Social engineering.,Social engineering
FIR001035,Cybercrime,2025-12-19,05:52,Bengaluru Urban,Cubbon Park,HIGH,UNDER_INVESTIGATION,12.9232,77.5629,Cybercrime reported at Electronic City Phase 1. Fake call centre.,Fake call centre
FIR001036,Criminal Trespass,2025-12-20,19:37,Chikkaballapur,Main Police Station,MEDIUM,CLOSED,13.4246,77.6979,Criminal Trespass reported at Brigade Road. Boundary violation.,Boundary violation
FIR001037,Sexual Offence,2025-12-21,13:13,Chamarajanagar,Main Police Station,CRITICAL,COLD,11.9569,76.9527,Sexual Offence reported at Electronic City Phase 1. Eve teasing.,Eve teasing
FIR001038,Cybercrime,2025-12-22,07:31,Bengaluru Urban,Yeshwanthpur,CRITICAL,PENDING,12.9598,77.6395,Cybercrime reported at Banashankari 2nd Stage. Credential theft.,Credential theft
FIR001039,Vehicle Theft,2025-12-23,04:55,Vijayanagara,Kampli,HIGH,PENDING,15.2441,76.612,Vehicle Theft reported at Electronic City Phase 1. Lock breaking.,Lock breaking
FIR001040,Vehicle Theft,2025-12-24,22:50,Mandya,Srirangapatna,HIGH,COLD,12.5523,76.8733,Vehicle Theft reported at Rajajinagar. Key duplication.,Key duplication
FIR001041,Chain Snatching,2025-12-25,05:52,Vijayapura,Vijayapura Town,HIGH,COLD,16.782,75.6955,Chain Snatching reported at Kengeri Satellite Town. Roadside snatch.,Roadside snatch
FIR001042,Domestic Violence,2025-12-26,12:33,Shivamogga,Sagara,LOW,COLD,13.9564,75.5386,Domestic Violence reported at Subramanyapura. Elder abuse.,Elder abuse
FIR001043,Cybercrime,2025-11-27,11:36,Bengaluru Urban,Jayanagar,HIGH,UNDER_INVESTIGATION,13.0043,77.5993,Cybercrime reported at BTM Layout Stage 2. Social engineering.,Social engineering
FIR001044,Arson,2025-11-28,23:39,Dakshina Kannada,Puttur,LOW,CLOSED,12.9182,74.8887,Arson reported at JP Nagar 6th Phase. Industrial arson.,Industrial arson
FIR001045,Domestic Violence,2025-11-29,21:55,Kodagu,Virajpet,MEDIUM,COLD,12.4656,75.7047,Domestic Violence reported at Vijayanagar Town. Physical abuse.,Physical abuse
FIR001046,Cybercrime,2025-11-30,04:20,Bengaluru Urban,Koramangala,MEDIUM,COLD,12.9599,77.5782,Cybercrime reported at Yelahanka New Town. Social engineering.,Social engineering
FIR001047,Assault,2025-12-01,17:09,Dakshina Kannada,Mangaluru North,HIGH,PENDING,12.8218,74.7976,Assault reported at MG Road. Group assault.,Group assault
FIR001048,Assault,2025-12-02,15:01,Bengaluru Urban,Mysore Road,CRITICAL,COLD,13.0128,77.6068,Assault reported at Peenya Industrial Area. Group assault.,Group assault
FIR001049,Cybercrime,2025-12-03,08:23,Ballari,Ballari Town,LOW,CLOSED,15.1832,76.9646,Cybercrime reported at Dasarahalli. Credential theft.,Credential theft
FIR001050,Assault,2025-12-04,20:10,Raichur,Manvi,CRITICAL,UNDER_INVESTIGATION,16.2081,77.3246,Assault reported at RT Nagar. Confrontation.,Confrontation
FIR001051,Domestic Violence,2025-12-05,15:08,Hassan,Arsikere,MEDIUM,CLOSED,12.9579,76.107,Domestic Violence reported at BTM Layout Stage 2. Marital rape.,Marital rape
FIR001052,Pickpocketing,2025-12-06,15:42,Belagavi,Kadapa,HIGH,COLD,15.8577,74.5325,Pickpocketing reported at Jayanagar 4th Block. Cut pocket.,Cut pocket
FIR001053,Vehicle Theft,2025-12-07,23:15,Ballari,Ballari Town,LOW,PENDING,15.1628,76.9629,Vehicle Theft reported at Vijayanagar Town. Key duplication.,Key duplication
FIR001054,Kidnapping,2025-12-08,08:51,Chitradurga,Molakalmuru,HIGH,COLD,14.1975,76.4094,Kidnapping reported at Uttarahalli. For ransom.,For ransom
FIR001055,Drug Offence,2025-12-09,19:07,Gadag,Naragund,LOW,PENDING,15.4104,75.6343,Drug Offence reported at Brigade Road. Online sale.,Online sale
FIR001056,Vehicle Theft,2025-12-10,07:31,Ballari,Sandur,LOW,COLD,15.1543,76.8722,Vehicle Theft reported at Vijayanagar 2nd Stage. Key duplication.,Key duplication
FIR001057,Cybercrime,2025-12-11,10:52,Ramanagara,Channapatna,LOW,UNDER_INVESTIGATION,12.6764,77.2476,"Cybercrime reported at 12th Main, Indiranagar. Credential theft.",Credential theft
FIR001058,Cybercrime,2025-12-12,15:59,Bengaluru Urban,Jayanagar,LOW,CLOSED,13.0083,77.5562,Cybercrime reported at Banashankari 2nd Stage. Fake call centre.,Fake call centre
FIR001059,Cybercrime,2025-12-13,02:01,Davanagere,Davanagere Town,LOW,UNDER_INVESTIGATION,14.4491,75.965,Cybercrime reported at HSR Layout Sector 3. Fake call centre.,Fake call centre
FIR001060,Cybercrime,2025-12-14,17:40,Bengaluru Urban,Koramangala,HIGH,COLD,12.9391,77.5686,Cybercrime reported at Peenya Industrial Area. Phishing link.,Phishing link
FIR001061,Domestic Violence,2025-12-15,03:52,Kalaburagi,Gulbarga South,MEDIUM,CLOSED,17.3214,76.8417,Domestic Violence reported at Vijayanagar Town. Verbal abuse.,Verbal abuse
FIR001062,Robbery,2025-12-16,14:25,Shivamogga,Sagara,HIGH,UNDER_INVESTIGATION,13.9515,75.5707,Robbery reported at Peenya Industrial Area. Highway robbery.,Highway robbery
FIR001063,Assault,2025-12-17,12:31,Kodagu,Virajpet,LOW,CLOSED,12.4021,75.7485,Assault reported at Kumaraswamy Layout. Strangulation.,Strangulation
FIR001064,Criminal Trespass,2025-12-18,09:42,Ramanagara,Channapatna,LOW,COLD,12.7086,77.3075,Criminal Trespass reported at Mahalakshmi Layout. Encroachment.,Encroachment
FIR001065,Sexual Offence,2025-12-19,16:28,Raichur,Sindhnur,LOW,CLOSED,16.2517,77.3713,Sexual Offence reported at RT Nagar. Assault.,Assault
FIR001066,Cybercrime,2025-12-20,08:38,Bengaluru Urban,Cubbon Park,MEDIUM,COLD,12.98,77.5913,Cybercrime reported at JP Nagar 6th Phase. Credential theft.,Credential theft
FIR001067,Cybercrime,2025-12-21,10:45,Bengaluru Urban,Banashankari,HIGH,COLD,12.9813,77.6282,Cybercrime reported at Malleshwaram 8th Cross. Fake call centre.,Fake call centre
FIR001068,Burglary,2025-12-22,02:33,Yadgiri,Yadgiri Town,MEDIUM,PENDING,16.7635,77.1574,Burglary reported at Malleshwaram 8th Cross. Forceful entry.,Forceful entry
FIR001069,Robbery,2025-12-23,23:09,Hassan,Arsikere,MEDIUM,COLD,13.0248,76.0858,Robbery reported at Sadashivanagar. Bank robbery.,Bank robbery
FIR001070,Chain Snatching,2025-12-24,17:35,Dharwad,Hubli North,CRITICAL,PENDING,15.4632,75.0117,Chain Snatching reported at Dasarahalli. Pedestrian snatch.,Pedestrian snatch
FIR001071,Chain Snatching,2025-12-25,20:43,Hassan,Sakleshpur,CRITICAL,COLD,13.0243,76.1178,Chain Snatching reported at Sadashivanagar. Pedestrian snatch.,Pedestrian snatch
FIR001072,Drug Offence,2025-12-26,09:59,Raichur,Lingsugur,CRITICAL,PENDING,16.2252,77.3848,Drug Offence reported at Yelahanka New Town. Street peddling.,Street peddling
FIR001073,Cybercrime,2025-11-27,20:14,Bengaluru Urban,Whitefield,LOW,COLD,12.9872,77.6105,Cybercrime reported at Mahalakshmi Layout. Fake call centre.,Fake call centre
FIR001074,Cybercrime,2025-11-28,15:03,Bengaluru Urban,Whitefield,LOW,PENDING,12.9296,77.5942,Cybercrime reported at Electronic City Phase 1. Fake call centre.,Fake call centre
FIR001075,Drug Offence,2025-11-29,01:42,Chitradurga,Molakalmuru,CRITICAL,CLOSED,14.1779,76.362,Drug Offence reported at Basavanagudi. Online sale.,Online sale
FIR001076,Cybercrime,2025-11-30,17:01,Bengaluru Urban,Whitefield,LOW,COLD,12.9384,77.5558,Cybercrime reported at Basavanagudi. Malware attack.,Malware attack
FIR001077,Cybercrime,2025-12-01,22:16,Bengaluru Urban,Indiranagar,CRITICAL,PENDING,12.9602,77.5991,Cybercrime reported at Electronic City Phase 1. Fake call centre.,Fake call centre
FIR001078,Pickpocketing,2025-12-02,19:36,Kalaburagi,Chincholi,LOW,COLD,17.3417,76.8816,"Pickpocketing reported at 12th Main, Indiranagar. Cut pocket.",Cut pocket
FIR001079,Assault,2025-12-03,09:46,Ballari,Ballari Town,MEDIUM,CLOSED,15.1733,76.906,Assault reported at Uttarahalli. Strangulation.,Strangulation
FIR001080,Pickpocketing,2025-12-04,15:57,Bidar,Bidar Town,LOW,CLOSED,17.9028,77.5183,Pickpocketing reported at Peenya Industrial Area. Distraction theft.,Distraction theft
FIR001081,Fraud,2025-12-05,05:45,Shivamogga,Bhadravati,MEDIUM,PENDING,13.88,75.552,Fraud reported at Hebbal Ring Road. Property fraud.,Property fraud
FIR001082,Cybercrime,2025-12-06,23:33,Bengaluru Urban,Whitefield,HIGH,COLD,12.9383,77.5615,Cybercrime reported at Dasarahalli. Phishing link.,Phishing link
FIR001083,Drug Offence,2025-12-07,22:19,Belagavi,Tilakwadi,HIGH,UNDER_INVESTIGATION,15.8326,74.4943,Drug Offence reported at Electronic City Phase 1. Smuggling.,Smuggling
FIR001084,Cybercrime,2025-12-08,13:51,Ramanagara,Magadi,CRITICAL,CLOSED,12.7445,77.2763,Cybercrime reported at Dasarahalli. Fake call centre.,Fake call centre
FIR001085,Kidnapping,2025-12-09,22:07,Dharwad,Hubli North,MEDIUM,UNDER_INVESTIGATION,15.4823,74.9903,Kidnapping reported at Vijayanagar 2nd Stage. Human trafficking.,Human trafficking
FIR001086,Sexual Offence,2025-12-10,02:26,Belagavi,Kadapa,HIGH,COLD,15.8339,74.492,Sexual Offence reported at Whitefield Main Road. Harassment.,Harassment
FIR001087,Arson,2025-12-11,14:56,Hassan,Sakleshpur,LOW,COLD,13.0422,76.0713,Arson reported at JP Nagar 6th Phase. Property arson.,Property arson
FIR001088,Cybercrime,2025-12-12,14:44,Bengaluru Urban,Whitefield,MEDIUM,COLD,12.9346,77.624,Cybercrime reported at Padmanabhanagar. Fake call centre.,Fake call centre
FIR001089,Murder,2025-12-13,21:13,Chikkaballapur,Main Police Station,LOW,CLOSED,13.4641,77.7209,Murder reported at Jayanagar 4th Block. Firearm.,Firearm
FIR001090,Sexual Offence,2025-12-14,02:03,Chitradurga,Hiriyur,HIGH,UNDER_INVESTIGATION,14.2031,76.364,Sexual Offence reported at Marathahalli Bridge. Workplace harassment.,Workplace harassment
FIR001091,Domestic Violence,2025-12-15,18:26,Bengaluru Rural,Magadi,CRITICAL,UNDER_INVESTIGATION,13.0611,77.629,Domestic Violence reported at Vijayanagar 2nd Stage. Physical abuse.,Physical abuse
FIR001092,Robbery,2025-12-16,17:46,Bengaluru Urban,Banashankari,HIGH,UNDER_INVESTIGATION,12.981,77.5641,Robbery reported at Yelahanka New Town. Chain snatching.,Chain snatching
FIR001093,Vehicle Theft,2025-12-17,17:40,Ballari,Sandur,HIGH,PENDING,15.1165,76.8914,Vehicle Theft reported at HSR Layout Sector 3. Valet theft.,Valet theft
FIR001094,Cybercrime,2025-12-18,14:36,Bengaluru Urban,Jayanagar,LOW,CLOSED,12.9372,77.5841,Cybercrime reported at Subramanyapura. Social engineering.,Social engineering
FIR001095,Arson,2025-12-19,14:38,Chikkamagaluru,Narasimharajapura,CRITICAL,COLD,13.3143,75.7239,Arson reported at Rajajinagar. Vehicle arson.,Vehicle arson
FIR001096,Arson,2025-12-20,05:36,Haveri,Ranebennur,CRITICAL,UNDER_INVESTIGATION,14.8045,75.4074,Arson reported at Yelahanka New Town. Industrial arson.,Industrial arson
FIR001097,Cybercrime,2025-12-21,20:24,Bengaluru Urban,Cubbon Park,MEDIUM,COLD,13.0169,77.584,Cybercrime reported at BTM Layout Stage 2. Malware attack.,Malware attack
FIR001098,Criminal Trespass,2025-12-22,23:00,Shivamogga,Shivamogga Town,LOW,CLOSED,13.8984,75.6159,Criminal Trespass reported at Dasarahalli. Boundary violation.,Boundary violation
FIR001099,Cybercrime,2025-12-23,15:44,Bengaluru Urban,Jayanagar,LOW,COLD,12.9419,77.5518,Cybercrime reported at Dasarahalli. Credential theft.,Credential theft
FIR001100,Sexual Offence,2025-12-24,22:18,Vijayapura,Muddebihal,CRITICAL,CLOSED,16.7935,75.7483,Sexual Offence reported at Uttarahalli. Eve teasing.,Eve teasing
